Model,Sample Size,R²,MAE,RMSE,Accuracy,Explained Variance,MedAE,Max Error,RAE,sMAPE,Bias,PICP,CV,Quantile Loss,Durbin-Watson,SHAP Match Percentage,Top SHAP Features
XGBoost,8000,0.975570064554741,34.80153205871582,56.90578009602859,0.9756066155021621,0.9756066155021621,19.85357666015625,445.037841796875,0.12141283408795407,3.27791289882114,2.2011241607666014,1.0,0.3455411,17.40076602935791,1.9818732809345598,100.0,"{'Annual kilometers': 200.79347, 'Age': 169.91678, 'Business Use': 110.64042, 'State': 84.4353, 'Gender': 16.699068}"
XGBoost,40000,0.9777334161786241,31.5221033203125,55.04336833294094,0.9777353204736232,0.9777353204736232,15.326416015625,511.8636474609375,0.10703907601404439,2.981913079857521,0.509032275390625,1.0,0.35198963,15.76105166015625,2.035637578095992,100.0,"{'Annual kilometers': 200.82553, 'Age': 168.6543, 'Business Use': 112.016266, 'State': 89.34823, 'Gender': 16.835846}"
XGBoost,80000,0.9701284915361134,40.17833916320801,63.27468349227898,0.9701289667541572,0.9701289667541572,24.9595947265625,700.9951171875,0.13800224004585745,4.02519927261567,0.25237589111328124,0.99995,0.3479846,20.089169581604004,1.995863523893135,100.0,"{'Annual kilometers': 197.72717, 'Age': 168.32182, 'Business Use': 109.52481, 'State': 86.95829, 'Gender': 16.489449}"
XGBoost,8000,0.9710292012208976,39.22497093200683,64.69912550782247,0.9710296702896773,0.9710296702896773,23.56103515625,546.8658447265625,0.13031514571754657,3.743937102879186,-0.2603373260498047,1.0,0.3606534,19.612485466003417,1.9863627183436297,100.0,"{'Annual kilometers': 200.69739, 'Age': 170.41835, 'Business Use': 108.19797, 'State': 82.641045, 'Gender': 15.654823}"
XGBoost,40000,0.9695554127006664,41.268490905761716,64.73092351806412,0.9695564714829783,0.9695564714829783,24.24176025390625,527.3741455078125,0.14028768784813886,3.9678993635720556,0.38173334350585936,1.0,0.3436143,20.634245452880858,2.011466653287387,100.0,"{'Annual kilometers': 191.86804, 'Age': 168.26753, 'Business Use': 109.730225, 'State': 82.568756, 'Gender': 16.017973}"
XGBoost,80000,0.9763839861374645,33.32721138763428,56.667422459932716,0.9763856037617625,0.9763856037617625,17.54840087890625,661.90966796875,0.11377212442545181,3.2411983284129544,-0.46899584197998045,1.0,0.35363066,16.66360569381714,1.9986243673028548,100.0,"{'Annual kilometers': 198.08852, 'Age': 168.7425, 'Business Use': 110.53616, 'State': 88.154366, 'Gender': 17.482637}"
XGBoost,8000,0.9757054228860583,34.73393592834473,56.20517394888008,0.9757661854521373,0.9757661854521373,20.217315673828125,395.9248046875,0.12319182873960799,3.514466532774893,2.810862991333008,1.0,0.35425282,17.366967964172364,1.984979975112434,100.0,"{'Annual kilometers': 199.4218, 'Age': 171.69888, 'Business Use': 105.198746, 'State': 88.4482, 'Gender': 17.628695}"
XGBoost,40000,0.9711550903219371,38.53746856384277,63.01060663579815,0.9711551113227032,0.9711551113227032,22.60906982421875,700.303466796875,0.13061005898608033,3.76729880262668,-0.05376462707519531,0.9999,0.35262018,19.268734281921386,1.9940524458654307,100.0,"{'Annual kilometers': 197.46951, 'Age': 169.41566, 'Business Use': 110.81281, 'State': 87.08705, 'Gender': 16.796139}"
XGBoost,80000,0.9756957753334788,35.68084320526123,56.83951159998393,0.9756991737774355,0.9756991737774355,21.2498779296875,516.542724609375,0.12355231992055792,3.5071003038146475,0.6721241622924805,1.0,0.34527588,17.840421602630617,2.0221479832719966,100.0,"{'Annual kilometers': 194.9484, 'Age': 167.18436, 'Business Use': 108.329735, 'State': 88.394646, 'Gender': 15.493714}"
XGBoost,8000,0.9650682169474695,44.54184049987793,69.1042909298667,0.965137971295859,0.965137971295859,27.8646240234375,680.947265625,0.14905610540782058,4.2422670327962155,-3.088021255493164,0.9995,0.33769092,22.270920249938964,2.0454359420662818,100.0,"{'Annual kilometers': 192.04301, 'Age': 166.2588, 'Business Use': 107.17793, 'State': 76.180695, 'Gender': 14.479819}"
XGBoost,40000,0.9761298005136849,34.153616796875,57.4989940401685,0.9761314206495857,0.9761314206495857,18.180007934570312,628.4818115234375,0.1162155341734309,3.240789794128051,0.4737049743652344,1.0,0.35227996,17.0768083984375,1.9786286034668943,100.0,"{'Annual kilometers': 202.15276, 'Age': 167.61154, 'Business Use': 107.37412, 'State': 83.42817, 'Gender': 15.379647}"
XGBoost,80000,0.9739645332126021,36.03745029144287,59.71926742985617,0.9739645336188026,0.9739645336188026,20.53564453125,704.051513671875,0.12273790128550995,3.513146282236363,-0.007459367370605469,0.99995,0.3515658,18.018725145721437,2.014716393281162,100.0,"{'Annual kilometers': 199.66983, 'Age': 167.78198, 'Business Use': 109.469, 'State': 83.79163, 'Gender': 16.822313}"
XGBoost,8000,0.968005735525443,40.1395677947998,65.65864564025641,0.9680070363593276,0.9680070363593276,23.10400390625,481.1197509765625,0.13682653043451518,3.821810784809527,0.4186651153564453,1.0,0.33940333,20.0697838973999,2.0881769960896395,100.0,"{'Annual kilometers': 192.22615, 'Age': 171.76817, 'Business Use': 107.284065, 'State': 87.97904, 'Gender': 15.464796}"
XGBoost,40000,0.9731046643272245,36.664729605102536,60.246160549878255,0.9731048739336813,0.9731048739336813,19.2542724609375,641.37255859375,0.1250134407065334,3.621799223490771,-0.1681873077392578,1.0,0.35095838,18.332364802551268,2.0141963346803324,100.0,"{'Annual kilometers': 197.96295, 'Age': 169.35286, 'Business Use': 111.05305, 'State': 85.0121, 'Gender': 16.626568}"
XGBoost,80000,0.972663379125626,38.42933920898437,60.62682755618406,0.9726634790325476,0.9726634790325476,23.565765380859375,592.077880859375,0.13146634573611135,3.7266763091550774,-0.11590180969238281,1.0,0.34437007,19.214669604492187,2.007541560475826,100.0,"{'Annual kilometers': 195.49713, 'Age': 166.20055, 'Business Use': 109.209816, 'State': 82.642525, 'Gender': 16.269304}"
XGBoost,8000,0.9764909410358538,35.062410095214844,57.89857291002946,0.9765107098161064,0.9765107098161064,18.424591064453125,393.5032958984375,0.1169613452819677,3.3629639794460915,-1.6789593200683595,1.0,0.36213538,17.531205047607422,1.9788108755923708,100.0,"{'Annual kilometers': 199.02094, 'Age': 171.58272, 'Business Use': 110.2608, 'State': 81.39622, 'Gender': 16.282177}"
XGBoost,40000,0.9738527277857442,36.948318365478514,59.49520839217008,0.9738548638938912,0.9738548638938912,21.42303466796875,519.970947265625,0.12602467819101282,3.553109210004368,-0.5377499938964844,1.0,0.3471444,18.474159182739257,2.0059525166178815,100.0,"{'Annual kilometers': 194.25188, 'Age': 168.10258, 'Business Use': 107.59371, 'State': 88.47013, 'Gender': 15.922903}"
XGBoost,80000,0.9704719544863636,39.541786236572264,63.131618806508854,0.9704722338261973,0.9704722338261973,23.2763671875,675.971923828125,0.13503643228950038,3.8638702502915874,0.19417620544433595,1.0,0.3454992,19.770893118286132,2.001371861103194,100.0,"{'Annual kilometers': 199.03323, 'Age': 166.15825, 'Business Use': 109.35346, 'State': 86.46097, 'Gender': 16.264664}"
