Model,Sample Size,R²,MAE,RMSE,Accuracy,MedAE,Max Error,RAE,sMAPE,Bias,PICP,CV,Quantile Loss,Durbin-Watson,SHAP Match Percentage,Top SHAP Features
XGBoost,9600,0.9721817510463084,36.930657590230304,61.62731553035166,0.972261890004152,20.60418701171875,587.30126953125,0.1277716722055581,3.5282149640109854,-3.307731132507324,1.0,0.34603474,18.465328795115152,2.040215407193498,100.0,"{'Annual kilometers': 196.87665, 'Age': 165.21312, 'Business Use': 108.44344, 'State': 84.7103, 'Gender': 15.38255}"
XGBoost,33600,0.9767876503182418,31.179607939947218,56.59504582282826,0.9767939249607727,13.6693115234375,714.362060546875,0.10585820930066497,2.9106269581932054,-0.9304935310000465,0.9998809523809524,0.3535213,15.589803969973609,1.9315167702126796,100.0,"{'Annual kilometers': 197.8721, 'Age': 167.32419, 'Business Use': 109.52585, 'State': 89.69461, 'Gender': 16.89626}"
XGBoost,44000,0.9726491211283411,38.068652352072974,60.23865717386807,0.9726509527439304,22.236328125,480.1640625,0.13139695286662845,3.7352181753271543,0.4929544649991122,1.0,0.34558418,19.034326176036487,2.013118576181898,100.0,"{'Annual kilometers': 197.08638, 'Age': 168.2223, 'Business Use': 110.16959, 'State': 84.21232, 'Gender': 16.389357}"
XGBoost,52800,0.9630090656373366,45.380548773100884,71.70721942914737,0.9630142440931542,28.66650390625,776.462158203125,0.15295655372228562,4.313542368799482,-0.84842873544404,0.9996969696969698,0.34158802,22.690274386550442,1.9964132807474444,100.0,"{'Annual kilometers': 192.4573, 'Age': 166.2572, 'Business Use': 108.13926, 'State': 78.60457, 'Gender': 15.068811}"
XGBoost,96000,0.9742541951649146,35.944762760162355,58.99638618522622,0.9742545500634916,19.8790283203125,524.0272216796875,0.12304539387259507,3.396869473469021,0.2190404396057129,1.0,0.34813547,17.972381380081178,2.0156777674755864,100.0,"{'Annual kilometers': 198.18198, 'Age': 167.68192, 'Business Use': 109.21833, 'State': 81.6302, 'Gender': 15.993635}"
XGBoost,9600,0.9694482147701926,41.22103992462158,64.46632394133236,0.9694496333586107,24.21380615234375,448.9478759765625,0.14202180001801182,4.07614210939562,0.43928140004475913,1.0,0.3417479,20.61051996231079,2.00256954852214,100.0,"{'Annual kilometers': 191.92896, 'Age': 168.58119, 'Business Use': 109.35709, 'State': 84.99405, 'Gender': 15.843441}"
XGBoost,33600,0.978655191363838,31.961672243390765,53.972004184354866,0.9786563665663573,15.890869140625,389.5316162109375,0.10868179930950518,3.08005392128333,0.4004780978248233,1.0,0.3541648,15.980836121695383,2.019208956723746,100.0,"{'Annual kilometers': 201.12863, 'Age': 167.16365, 'Business Use': 110.74634, 'State': 89.621, 'Gender': 17.462263}"
XGBoost,44000,0.9687555618749365,41.10077970192649,65.7235786240516,0.9687566040882399,24.484130859375,666.6337890625,0.13878610770363742,3.9166635251381505,-0.3795885897549716,1.0,0.34585315,20.550389850963246,1.9537654854247555,100.0,"{'Annual kilometers': 192.75203, 'Age': 166.59619, 'Business Use': 109.160065, 'State': 81.827736, 'Gender': 15.834458}"
XGBoost,52800,0.9758763480895235,35.068449485085225,57.287126803093365,0.9758816344672069,18.64794921875,533.25244140625,0.11939404225351145,3.4469156856288756,0.8480366238680753,1.0,0.3518346,17.534224742542612,2.0037520371849857,100.0,"{'Annual kilometers': 201.4471, 'Age': 167.37578, 'Business Use': 109.40813, 'State': 85.0279, 'Gender': 16.661617}"
XGBoost,96000,0.9691232473679834,39.76600934473674,64.81244128531303,0.9691237399575647,23.01116943359375,779.991455078125,0.13570694664366478,3.805080136848418,0.25887206141153973,0.999875,0.34586567,19.88300467236837,1.9892497261772257,100.0,"{'Annual kilometers': 193.40587, 'Age': 168.47052, 'Business Use': 108.23854, 'State': 80.3661, 'Gender': 15.624529}"
XGBoost,9600,0.9693077573017211,38.463094851175946,63.95616546452425,0.9693581994939697,22.39483642578125,534.304931640625,0.13349068723669166,3.6874124490863522,2.59277650197347,1.0,0.34393725,19.231547425587973,2.0141703711973475,100.0,"{'Annual kilometers': 199.31172, 'Age': 167.13348, 'Business Use': 107.16112, 'State': 84.99248, 'Gender': 16.79615}"
XGBoost,33600,0.9674976219378338,42.87877053033738,67.76841809808586,0.9675139027255992,25.6619873046875,680.29638671875,0.14372158851356456,4.068673408413604,-1.5167272404261998,1.0,0.3477173,21.43938526516869,2.021247840438632,100.0,"{'Annual kilometers': 192.27275, 'Age': 165.96004, 'Business Use': 106.92298, 'State': 79.03568, 'Gender': 15.203142}"
XGBoost,44000,0.9782521081903067,30.055309953169388,53.5415726847578,0.9782524321248985,15.27471923828125,545.8583984375,0.10393879239610562,2.896299417943636,-0.2066384832208807,1.0,0.35196877,15.027654976584694,1.9795259104712124,100.0,"{'Annual kilometers': 200.51894, 'Age': 167.85928, 'Business Use': 110.12428, 'State': 86.67578, 'Gender': 16.811382}"
XGBoost,52800,0.9753646804231334,34.58796436656605,57.73083770136552,0.975367813277484,18.78466796875,519.246826171875,0.11836118727302786,3.3255199923079273,0.6510267916592685,1.0,0.35175633,17.293982183283024,1.9780226838812178,100.0,"{'Annual kilometers': 198.66034, 'Age': 166.32411, 'Business Use': 109.2339, 'State': 85.36774, 'Gender': 16.71416}"
XGBoost,96000,0.9737415786494135,35.90092239761353,59.707441632213715,0.9737426660673519,19.351806640625,628.943603515625,0.1227035153075516,3.4635003687393424,-0.38423100153605144,1.0,0.3484549,17.950461198806764,2.0153579361126366,100.0,"{'Annual kilometers': 199.81146, 'Age': 168.2791, 'Business Use': 109.56676, 'State': 85.514595, 'Gender': 16.59455}"
XGBoost,9600,0.9734936774107016,36.137069346110025,59.991895357738045,0.9734946717588241,19.99542236328125,506.15673828125,0.12302478388227618,3.521377481502108,0.36744054158528644,1.0,0.35268772,18.068534673055012,2.0578636851436864,100.0,"{'Annual kilometers': 191.92516, 'Age': 164.94283, 'Business Use': 110.48314, 'State': 88.34586, 'Gender': 17.862473}"
XGBoost,33600,0.9713244550841656,37.50407981509254,61.382888403012146,0.9713246307642875,21.458984375,557.4635009765625,0.1296537141499926,3.517366338642405,0.15193323771158854,1.0,0.34261507,18.75203990754627,2.0439164553192857,100.0,"{'Annual kilometers': 197.22481, 'Age': 165.92944, 'Business Use': 107.79396, 'State': 79.18916, 'Gender': 15.123378}"
XGBoost,44000,0.9781380304720715,31.79079357355291,53.97165446361045,0.978138601555714,15.79583740234375,497.1793212890625,0.10959702095447713,3.075692028333182,-0.2758487049449574,1.0,0.3497727,15.895396786776455,2.0008280103042067,100.0,"{'Annual kilometers': 196.90921, 'Age': 167.57846, 'Business Use': 110.868385, 'State': 85.48438, 'Gender': 17.105223}"
XGBoost,52800,0.967640877644772,41.25455218690814,66.44067843709841,0.9676411548536078,24.6534423828125,667.650390625,0.141002147050706,3.9135483928271153,-0.1944640049789891,1.0,0.34520677,20.62727609345407,1.9841156333483707,100.0,"{'Annual kilometers': 197.13994, 'Age': 168.52028, 'Business Use': 107.46902, 'State': 80.34545, 'Gender': 16.071335}"
XGBoost,96000,0.9718797686350453,38.30220341237386,61.55529532455082,0.9718810066285509,21.7247314453125,718.807861328125,0.13115777469522663,3.6134539306755245,-0.4084276707967122,0.9999583333333333,0.3437334,19.15110170618693,1.994939810010905,100.0,"{'Annual kilometers': 196.79695, 'Age': 166.4911, 'Business Use': 107.804726, 'State': 81.29157, 'Gender': 15.70826}"
XGBoost,9600,0.9702263991860198,38.55756160736084,64.8597079288025,0.9702361831299942,23.915008544921875,664.1123046875,0.13055820882638564,3.7524705646417855,-1.1757535171508788,1.0,0.3533848,19.27878080368042,1.9485001407627185,100.0,"{'Annual kilometers': 194.92151, 'Age': 164.75296, 'Business Use': 107.82107, 'State': 83.83674, 'Gender': 16.466274}"
XGBoost,33600,0.9785163437003691,31.951839029221308,54.582724713512675,0.9785201911091413,15.38916015625,419.3240966796875,0.10759536048585236,3.1346073507902266,-0.7304412296840123,1.0,0.356225,15.975919514610654,2.060118018026685,100.0,"{'Annual kilometers': 200.55873, 'Age': 169.32712, 'Business Use': 109.82093, 'State': 88.36123, 'Gender': 17.02858}"
XGBoost,44000,0.9757120642840139,35.13674599942294,57.074712363094555,0.9757127960855224,20.498138427734375,433.8935546875,0.12109816187056748,3.4523093663405544,0.31328895152698866,1.0,0.34891137,17.56837299971147,2.0131365715303473,100.0,"{'Annual kilometers': 195.36864, 'Age': 167.56677, 'Business Use': 109.86485, 'State': 84.43571, 'Gender': 15.83271}"
XGBoost,52800,0.9755187356261876,35.041146288785065,58.328828921475356,0.9755191047189213,18.8740234375,643.10205078125,0.11860919024435972,3.3474244535494107,-0.2264822040904652,1.0,0.35330924,17.520573144392532,2.0116919043074377,100.0,"{'Annual kilometers': 200.5478, 'Age': 167.76157, 'Business Use': 110.07743, 'State': 88.030334, 'Gender': 16.559431}"
XGBoost,96000,0.965771295251562,43.339027968088786,68.51375735008858,0.9657766965473833,27.25048828125,730.80810546875,0.1477412553996239,4.330190170377106,-0.8606598320007324,0.9999583333333333,0.34429842,21.669513984044393,1.9852310653276908,100.0,"{'Annual kilometers': 191.74146, 'Age': 167.12985, 'Business Use': 108.26511, 'State': 86.84447, 'Gender': 15.332353}"
XGBoost,9600,0.9713370925123888,40.58076155344645,64.27872847547198,0.9713512753264727,23.70269775390625,451.68994140625,0.13306132280698488,3.8459634639462266,-1.4298430252075196,1.0,0.35330653,20.290380776723225,1.9872860749827124,100.0,"{'Annual kilometers': 197.98772, 'Age': 167.00014, 'Business Use': 108.06446, 'State': 79.19933, 'Gender': 15.349305}"
XGBoost,33600,0.9708362000674114,37.66888200305757,62.571202660418344,0.970844250351759,21.4478759765625,541.5025634765625,0.12930416839715397,3.6046259608965077,1.0395803397042411,1.0,0.34489694,18.834441001528784,2.0007165786542473,100.0,"{'Annual kilometers': 192.75526, 'Age': 167.43042, 'Business Use': 109.724266, 'State': 85.58878, 'Gender': 16.224941}"
XGBoost,44000,0.9735035007761533,36.27178327803178,59.50983531710894,0.9735047602721935,21.00140380859375,649.766845703125,0.12520454308748755,3.5083947648991387,-0.4102918617942116,1.0,0.34826142,18.13589163901589,2.0139164343153806,100.0,"{'Annual kilometers': 200.42644, 'Age': 164.8723, 'Business Use': 110.23926, 'State': 88.626076, 'Gender': 16.235624}"
XGBoost,52800,0.9744365126123463,36.093446863347836,58.08693088908104,0.9744367624074487,20.7381591796875,542.729248046875,0.12464836810204512,3.5228606563942715,0.18157679239908855,1.0,0.34442392,18.046723431673918,2.012186466931884,100.0,"{'Annual kilometers': 198.48303, 'Age': 166.4465, 'Business Use': 109.73919, 'State': 83.99877, 'Gender': 16.191416}"
XGBoost,96000,0.9728922370852388,37.35119762420654,59.827632544817064,0.972892609560357,21.22344970703125,527.1004638671875,0.12910078401145536,3.736499397970383,0.22177041625976562,1.0,0.3437986,18.67559881210327,1.9969897890454316,100.0,"{'Annual kilometers': 194.61606, 'Age': 167.26608, 'Business Use': 109.52218, 'State': 86.855316, 'Gender': 15.948633}"
XGBoost,9600,0.9730651148323751,39.17278837839763,63.065700664722804,0.9730825432968051,23.877395629882812,447.972900390625,0.12989058187980354,3.8305237886651056,-1.6042247899373372,1.0,0.35796902,19.586394189198813,1.9601973142049567,100.0,"{'Annual kilometers': 198.30354, 'Age': 166.98584, 'Business Use': 109.46613, 'State': 85.77763, 'Gender': 15.910272}"
