Experiment Index,Model,Sample Size,R²,MAE,RMSE,Accuracy,Explained Variance,MedAE,Max Error,RAE,sMAPE,Bias,PICP,CV,Quantile Loss,Durbin-Watson,SHAP Match Percentage,Top SHAP Features
41,XGBoost,100,0.9002845206583308,324.43504822635646,598.1644551037398,0.900286556768714,0.900286556768714,138.5895922851563,2107.37203125,0.2541175267059763,32.17434809323415,-2.702962191581747,1.0,1.6988208,162.21752411317823,2.470396001805062,100.0,"{'Company Size': 1390.1794, 'Security Score': 138.7632, 'Industry Risk': 21.271526, 'Data Sensitivity': 14.00339, 'Business Interruption Cost': 10.611338}"
42,XGBoost,1000,0.9028051920428755,379.7544906840324,897.801722382342,0.9029198867684134,0.9029198867684134,52.750453109741215,5971.3928125,0.18906116617406157,80.85310486145991,-30.84115432400704,0.995,1.7732129,189.8772453420162,2.122832601801199,100.0,"{'Company Size': 1901.07, 'Business Interruption Cost': 138.32419, 'Data Sensitivity': 95.04106, 'Security Score': 54.415035, 'Industry Risk': 21.278645}"
43,XGBoost,2000,0.9074669034128464,335.3201479453564,874.2806319820419,0.9074713142990298,0.9074713142990298,54.90315673828126,6543.0830078125,0.17329455803692417,81.78142987795829,-6.036222437715537,0.9975,1.9675407,167.6600739726782,1.97831280262881,80.0,"{'Company Size': 1861.2379, 'Business Interruption Cost': 148.8728, 'Data Sensitivity': 104.55339, 'Security Score': 74.5622, 'Compliance Standard': 27.32943}"
44,XGBoost,5000,0.9103949944668743,367.26647039513057,940.5438517875272,0.9103969307934628,0.9103969307934628,42.6558073425293,7806.910039062499,0.17141925901217778,75.31795704827103,-4.372222127422697,0.996,1.8263023,183.63323519756528,2.1168332965709857,80.0,"{'Company Size': 2027.5017, 'Business Interruption Cost': 174.24089, 'Data Sensitivity': 139.7706, 'Security Score': 47.533676, 'Geographic Location': 12.433805}"
45,XGBoost,100,0.7786423225398482,505.7883528931141,1058.3691475791984,0.8063570091384651,0.8063570091384651,31.311741790771485,3110.1578125,0.2853956140337266,68.19831798803828,374.4939987304211,1.0,1.5581775,252.89417644655705,2.1595566293881263,80.0,"{'Company Size': 2052.2563, 'Industry Risk': 100.831856, 'Business Interruption Cost': 57.285545, 'Compliance Standard': 42.41566, 'Data Sensitivity': 39.247967}"
46,XGBoost,1000,0.9014747210252484,320.9341160804033,832.5939187295282,0.9017324897963583,0.9017324897963583,41.15898803710937,5053.070234375,0.1947023182003105,81.60180338609943,42.586754918456066,1.0,2.1111858,160.46705804020166,2.0799797800750985,80.0,"{'Company Size': 1841.2354, 'Data Sensitivity': 140.05069, 'Business Interruption Cost': 124.01209, 'Industry Risk': 62.832924, 'Compliance Standard': 19.57014}"
47,XGBoost,2000,0.9208424955717235,296.3158630433798,823.0704309839991,0.9209019324593777,0.9209019324593777,37.292361946105956,6271.658828125001,0.15746696067370647,72.63420717144128,-22.55376146414279,0.9975,2.0388546,148.1579315216899,2.099402181224266,100.0,"{'Company Size': 1804.2067, 'Data Sensitivity': 117.39575, 'Business Interruption Cost': 115.91515, 'Security Score': 58.86461, 'Industry Risk': 31.359934}"
48,XGBoost,5000,0.8934212131345777,343.53288886271093,946.9300141659523,0.8934442022994977,0.8934442022994977,39.59059900283811,7155.925859375,0.1788161391479235,75.62728835130848,-13.907340695539416,0.995,1.9654738,171.76644443135547,2.050352503853354,100.0,"{'Company Size': 1901.0195, 'Business Interruption Cost': 160.97769, 'Data Sensitivity': 113.83884, 'Security Score': 69.698395, 'Industry Risk': 23.521101}"
49,XGBoost,100,0.7796761189154235,289.51129939842224,548.8278835346678,0.8042585601153016,0.8042585601153016,43.20979797363281,1677.93890625,0.30545259544749087,78.33084767222738,183.3233926029205,1.0,1.5321927,144.75564969921112,1.803137752886327,60.0,"{'Company Size': 1486.6533, 'Data Sensitivity': 65.37455, 'Business Interruption Cost': 55.7526, 'Compliance Standard': 43.67029, 'Geographic Location': 33.749287}"
50,XGBoost,1000,0.8385081271951189,383.6388212576032,1106.4678032208087,0.8387485735444992,0.8387485735444992,40.90599914550783,7649.8060937499995,0.2213397674386714,77.58221583377443,-42.69455972443819,0.985,1.981131,191.8194106288016,1.8711639500602726,80.0,"{'Company Size': 1675.9996, 'Business Interruption Cost': 136.77283, 'Data Sensitivity': 98.58624, 'Industry Risk': 79.63563, 'Geographic Location': 40.756092}"
51,XGBoost,2000,0.8384286597585879,339.7945663942874,1029.848201685131,0.839189700811612,0.839189700811612,45.63364389419556,8854.651015625,0.2076496128655643,83.38530802352622,70.67976446017624,0.9925,2.2311718,169.8972831971437,2.0468230869379154,100.0,"{'Company Size': 1835.587, 'Business Interruption Cost': 123.6155, 'Data Sensitivity': 86.70773, 'Security Score': 52.10659, 'Industry Risk': 30.060047}"
52,XGBoost,5000,0.884489813621955,342.8015215281844,1018.5964070727333,0.8846418447242932,0.8846418447242932,40.64327789306642,11825.9285546875,0.18139563809514564,80.01097036754673,36.95372477023364,0.993,2.0213559,171.4007607640922,2.0272256905943014,100.0,"{'Company Size': 1922.9587, 'Business Interruption Cost': 179.08409, 'Data Sensitivity': 130.90056, 'Security Score': 77.22858, 'Industry Risk': 33.52413}"
53,XGBoost,100,0.8534038502504483,507.56647350788114,1048.5711107372756,0.8534336140162061,0.8534336140162061,33.940474472045906,3042.22298828125,0.2286628247368525,65.00616916102155,-14.941030257225046,1.0,1.645657,253.78323675394057,2.0358685962884753,80.0,"{'Company Size': 1919.5863, 'Industry Risk': 153.59932, 'Data Sensitivity': 54.600685, 'Business Interruption Cost': 50.897415, 'Geographic Location': 44.277145}"
54,XGBoost,1000,0.9100160919609414,384.06516195349695,961.6274685234627,0.9102589092313886,0.9102589092313886,47.13736816406251,6828.74373046875,0.1843434574752831,75.32844969275138,49.953304318475745,0.995,1.9629728,192.03258097674848,2.135872025517514,80.0,"{'Company Size': 1951.0281, 'Business Interruption Cost': 164.37216, 'Data Sensitivity': 130.83528, 'Security Score': 60.365093, 'Previous Cyber Incidents': 40.75525}"
55,XGBoost,2000,0.8573113170342516,406.16202071846726,1282.0181216514761,0.8576508202096711,0.8576508202096711,48.996196136474644,17849.7165625,0.1851110364925814,70.09803022280808,-62.5347358528018,0.995,1.843756,203.08101035923363,2.04114810149832,80.0,"{'Company Size': 1993.1964, 'Business Interruption Cost': 190.8082, 'Data Sensitivity': 110.62586, 'Security Score': 36.12344, 'Compliance Standard': 22.466904}"
56,XGBoost,5000,0.887954167041563,353.6158967072919,1060.4513298720537,0.8879542471207508,0.8879542471207508,42.02257499694825,14503.481796875,0.17175978264643169,74.27902669312377,-0.8965049997571186,0.995,1.9285295,176.80794835364594,1.942780900785496,100.0,"{'Company Size': 1982.1334, 'Business Interruption Cost': 151.86844, 'Data Sensitivity': 150.95532, 'Security Score': 57.93324, 'Industry Risk': 23.854527}"
57,XGBoost,100,0.8924489357617826,438.92239550089846,909.5006625875216,0.9018151927544142,0.9018151927544142,51.94830429077149,3415.8023828125006,0.19932231848796075,44.84764180947274,-268.39764360308646,1.0,1.2867556,219.46119775044923,1.9876023751000353,80.0,"{'Company Size': 1767.2662, 'Business Interruption Cost': 207.52539, 'Data Sensitivity': 29.841434, 'Previous Cyber Incidents': 29.625584, 'Industry Risk': 25.312891}"
58,XGBoost,1000,0.9118278993637932,294.7843161245346,828.6155874648737,0.9127635924489549,0.9127635924489549,33.85360885620117,6879.61734375,0.160752442232194,73.14389467674194,85.3599623632431,0.995,2.2290065,147.3921580622673,2.084347040580092,100.0,"{'Company Size': 1889.5903, 'Business Interruption Cost': 185.19942, 'Data Sensitivity': 97.28398, 'Security Score': 76.90364, 'Industry Risk': 39.00798}"
59,XGBoost,2000,0.8959562753033066,449.7201565468311,1085.433104330354,0.8968890875013548,0.8968890875013548,56.53442626953125,6904.017734375,0.1882567212557642,80.0738531469888,-102.7761217364788,0.9925,1.7457259,224.86007827341555,2.075225950163499,100.0,"{'Company Size': 2045.168, 'Business Interruption Cost': 186.0512, 'Data Sensitivity': 147.65398, 'Security Score': 53.855015, 'Industry Risk': 35.742558}"
60,XGBoost,5000,0.8529607530149685,403.6073651435137,1223.0698357684903,0.8531827383082287,0.8531827383082287,45.545326461791994,16912.0264453125,0.19373319527657484,73.60410803572806,-47.522220155949604,0.991,1.8207822,201.80368257175684,1.9947676775672762,80.0,"{'Company Size': 1957.4335, 'Business Interruption Cost': 174.9904, 'Data Sensitivity': 139.03358, 'Security Score': 31.071138, 'Previous Cyber Incidents': 28.864326}"
61,XGBoost,100,0.8371879851770179,262.2272045235634,684.6290735999838,0.8376055836693611,0.8376055836693611,30.600313034057617,2590.51115234375,0.3015293200788764,112.85971964396812,-34.67301230096816,0.95,2.3113072,131.1136022617817,2.8331531235412717,80.0,"{'Company Size': 1695.6914, 'Business Interruption Cost': 60.082733, 'Industry Risk': 39.087627, 'Data Sensitivity': 37.520103, 'Compliance Standard': 21.871714}"
