Experiment Index,Model,Sample Size,R²,MAE,RMSE,Accuracy,Explained Variance,MedAE,Max Error,RAE,sMAPE,Bias,PICP,CV,Quantile Loss,Durbin-Watson,SHAP Match Percentage,Top SHAP Features
37,XGBoost,100,0.9024086257326724,88.46992797851563,103.31183552833195,0.9089830969923962,0.9089830969923962,97.42843627929688,200.18115234375,0.29845133076448277,9.902276700634967,26.814813232421876,1.0,0.2936814,44.234963989257814,1.8765608458296503,80.0,"{'Annual kilometers': 196.84589, 'Age': 141.32712, 'Business Use': 54.53961, 'State': 41.56243, 'Year': 13.298155}"
38,XGBoost,1000,0.9552893244300151,51.620577850341796,82.25412714644682,0.9552914522200607,0.9552914522200607,32.76654052734375,430.1866455078125,0.1632665141039302,4.802320334051299,-0.5674354553222656,1.0,0.35762453,25.810288925170898,1.9599673525758938,100.0,"{'Annual kilometers': 198.59862, 'Age': 180.53851, 'Business Use': 110.953964, 'State': 74.24725, 'Gender': 13.6676235}"
39,XGBoost,2000,0.9726993568675114,42.15741638183594,62.88755777985224,0.9728319945203786,0.9728319945203786,28.7379150390625,333.453125,0.1391339499040415,3.9704511249125107,4.383406066894532,1.0,0.35501018,21.07870819091797,1.9684786255372295,100.0,"{'Annual kilometers': 200.11314, 'Age': 163.61826, 'Business Use': 119.31634, 'State': 88.33057, 'Gender': 18.384724}"
40,XGBoost,5000,0.9620061255390764,49.07567803955078,74.64572421087846,0.9621537268469944,0.9621537268469944,29.5296630859375,421.2747802734375,0.15901017943847764,4.662428961249736,-4.652573547363281,1.0,0.3570404,24.53783901977539,1.9890772509120975,100.0,"{'Annual kilometers': 203.84204, 'Age': 171.0482, 'Business Use': 110.63859, 'State': 80.416595, 'Gender': 15.565136}"
41,XGBoost,100,0.7062140873750697,170.8186767578125,215.90367468767246,0.7443892205103362,0.7443892205103362,165.4608154296875,473.306884765625,0.6099795627689348,14.364590958185802,-77.82781372070312,1.0,0.25728124,85.40933837890626,1.2652966674154569,80.0,"{'Annual kilometers': 185.98131, 'Age': 148.11409, 'Business Use': 44.326256, 'State': 42.76276, 'Number of Claims': 16.66775}"
42,XGBoost,1000,0.9601037080641286,43.13938201904297,68.74383012287473,0.9601078666830776,0.9601078666830776,26.94586181640625,365.692138671875,0.15827991958590887,4.379735402593276,-0.7018463134765625,1.0,0.32643542,21.569691009521485,2.0539124327417944,100.0,"{'Annual kilometers': 180.51198, 'Age': 161.13713, 'Business Use': 100.01835, 'State': 68.87393, 'Gender': 11.259769}"
43,XGBoost,2000,0.9754621391464128,36.962003555297855,57.43382105581032,0.9754774027309763,0.9754774027309763,23.20452880859375,371.8070068359375,0.12848994968374744,3.5413821233743805,-1.4324439239501954,1.0,0.33645612,18.481001777648927,1.8424092742027625,100.0,"{'Annual kilometers': 203.30934, 'Age': 163.98708, 'Business Use': 103.01242, 'State': 87.88683, 'Gender': 14.322253}"
44,XGBoost,5000,0.9699098997391024,37.42692886352539,61.01437973294971,0.9699315054663109,0.9699315054663109,19.579071044921875,478.04248046875,0.13549831402996237,3.5833824629353037,1.6349513244628906,1.0,0.3325507,18.713464431762695,1.938351430861322,100.0,"{'Annual kilometers': 192.5938, 'Age': 170.70366, 'Business Use': 106.6044, 'State': 77.23455, 'Gender': 15.737078}"
45,XGBoost,100,0.7833981323143696,107.58814086914063,139.4387164468442,0.7849943390843035,0.7849943390843035,94.6881103515625,246.35223388671875,0.4294507169709236,11.655648758744823,-11.970074462890626,1.0,0.20454805,53.794070434570315,1.9022030360506168,80.0,"{'Age': 124.45819, 'Annual kilometers': 87.514206, 'State': 73.757126, 'Business Use': 65.49342, 'Year': 27.691595}"
46,XGBoost,1000,0.9282944037220999,55.06730224609375,92.58368725040859,0.9300331881091806,0.9300331881091806,30.838348388671875,415.786865234375,0.19797166082558892,5.294243003444383,14.417196350097656,1.0,0.3507169,27.533651123046877,2.3591431124793636,100.0,"{'Annual kilometers': 189.2038, 'Age': 166.73474, 'Business Use': 120.48808, 'State': 96.162346, 'Gender': 14.066167}"
